Ticker,Date/Time,Open,High,Low,Close,Volume,Open Interest
BANKNIFTY-FUT,17-12-2025 10:00:00,59197.00,59206.00,59149.00,59149.00,5670,1897035
BANKNIFTY-FUT,17-12-2025 10:05:00,59163.00,59185.00,59126.40,59167.00,13860,1897525
BANKNIFTY-FUT,17-12-2025 10:10:00,59162.00,59183.00,59141.00,59179.40,5775,1902950
BANKNIFTY-FUT,17-12-2025 10:15:00,59173.00,59213.60,59141.00,59200.00,9660,1906170
BANKNIFTY-FUT,17-12-2025 10:20:00,59198.00,59208.60,59142.00,59142.00,4690,1907115
BANKNIFTY-FUT,17-12-2025 10:25:00,59142.00,59183.60,59104.00,59115.80,23240,1908375
BANKNIFTY-FUT,17-12-2025 10:30:00,59110.00,59162.00,59100.00,59125.00,9835,1913310
BANKNIFTY-FUT,17-12-2025 10:35:00,59125.00,59138.60,59110.00,59128.80,3080,1914255
BANKNIFTY-FUT,17-12-2025 10:40:00,59117.00,59146.80,59110.00,59124.40,3605,1916320
BANKNIFTY-FUT,17-12-2025 10:45:00,59121.60,59175.00,59117.60,59150.00,2590,1917615
BANKNIFTY-FUT,17-12-2025 10:50:00,59150.00,59167.20,59140.00,59157.00,2555,1918455
BANKNIFTY-FUT,17-12-2025 10:55:00,59145.00,59162.60,59121.40,59161.80,3990,1918210
BANKNIFTY-FUT,17-12-2025 11:00:00,59161.80,59185.00,59151.00,59171.40,4760,1916600
BANKNIFTY-FUT,17-12-2025 11:05:00,59168.40,59188.40,59166.80,59180.40,8890,1910790
BANKNIFTY-FUT,17-12-2025 11:10:00,59176.00,59193.40,59166.00,59193.40,4620,1907920
BANKNIFTY-FUT,17-12-2025 11:15:00,59193.00,59227.20,59177.00,59178.20,10850,1905295
BANKNIFTY-FUT,17-12-2025 11:20:00,59178.20,59189.80,59138.40,59154.60,7525,1904840
BANKNIFTY-FUT,17-12-2025 11:25:00,59160.20,59170.60,59130.00,59141.00,4130,1901620
BANKNIFTY-FUT,17-12-2025 11:30:00,59141.00,59172.00,59135.00,59172.00,3045,1902285
BANKNIFTY-FUT,17-12-2025 11:35:00,59163.60,59168.40,59146.60,59157.40,3430,1902845
BANKNIFTY-FUT,17-12-2025 11:40:00,59166.40,59191.60,59164.00,59170.60,2625,1902425
BANKNIFTY-FUT,17-12-2025 11:45:00,59170.60,59210.00,59155.00,59208.00,2590,1902565
BANKNIFTY-FUT,17-12-2025 11:50:00,59208.00,59218.80,59170.20,59192.20,5495,1902775
BANKNIFTY-FUT,17-12-2025 11:55:00,59183.80,59183.80,59144.40,59144.40,3080,1902460
BANKNIFTY-FUT,17-12-2025 12:00:00,59152.80,59159.40,59101.40,59108.80,6405,1904175
BANKNIFTY-FUT,17-12-2025 12:05:00,59108.80,59138.40,59108.00,59115.80,3045,1904980
BANKNIFTY-FUT,17-12-2025 12:10:00,59128.00,59159.60,59116.80,59117.20,4970,1905155
BANKNIFTY-FUT,17-12-2025 12:15:00,59117.00,59150.00,59116.40,59150.00,10255,1908270
BANKNIFTY-FUT,17-12-2025 12:20:00,59150.60,59152.40,59120.00,59120.60,6650,1908865
BANKNIFTY-FUT,17-12-2025 12:25:00,59125.20,59139.20,59105.00,59108.60,5425,1909425
BANKNIFTY-FUT,17-12-2025 12:30:00,59108.60,59124.80,59105.00,59111.20,7875,1911175
BANKNIFTY-FUT,17-12-2025 12:35:00,59115.00,59128.00,59101.20,59101.20,6510,1912995
BANKNIFTY-FUT,17-12-2025 12:40:00,59101.20,59111.00,59074.60,59111.00,10115,1916110
BANKNIFTY-FUT,17-12-2025 12:45:00,59111.00,59143.60,59102.80,59136.60,4760,1917405
BANKNIFTY-FUT,17-12-2025 12:50:00,59136.60,59145.40,59075.60,59075.60,3570,1918140
BANKNIFTY-FUT,17-12-2025 12:55:00,59079.00,59079.00,59028.00,59051.00,28595,1917230
BANKNIFTY-FUT,17-12-2025 13:00:00,59051.00,59078.00,59035.00,59078.00,6475,1915970
BANKNIFTY-FUT,17-12-2025 13:05:00,59078.00,59106.20,59070.00,59070.00,2205,1915900
BANKNIFTY-FUT,17-12-2025 13:10:00,59070.00,59090.80,59055.20,59055.80,1505,1916425
BANKNIFTY-FUT,17-12-2025 13:15:00,59055.80,59093.40,59047.00,59080.00,3395,1917055
BANKNIFTY-FUT,17-12-2025 13:20:00,59078.00,59122.00,59078.00,59110.00,6650,1918070
BANKNIFTY-FUT,17-12-2025 13:25:00,59113.00,59135.80,59108.00,59108.00,8785,1889230
BANKNIFTY-FUT,17-12-2025 13:30:00,59108.00,59108.00,59070.40,59076.00,3185,1890105
BANKNIFTY-FUT,17-12-2025 13:35:00,59073.80,59082.60,59041.80,59054.40,10045,1892135
BANKNIFTY-FUT,17-12-2025 13:40:00,59051.20,59075.80,59035.20,59043.00,6650,1896020
BANKNIFTY-FUT,17-12-2025 13:45:00,59053.40,59075.00,59040.00,59055.00,3640,1898435
BANKNIFTY-FUT,17-12-2025 13:50:00,59055.00,59070.20,59041.00,59060.00,2100,1899870
